latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
0.278,116.804,319.3,1,1,2018-09-22,0240,T,69,6.0NRT,300.5,9,D
0.276,116.813,318.6,1,1,2018-09-22,0240,T,58,6.0NRT,299.2,7.5,D
0.249,116.809,358.6,1,1,2018-09-22,0240,T,99,6.0NRT,304.4,73.2,D
0.24,116.808,344.1,1,1,2018-09-22,0240,T,92,6.0NRT,303.4,38.5,D
0.104,116.792,322.8,1,1,2018-09-22,0240,T,39,6.0NRT,304.6,9.7,D
0.086,116.727,319.5,1,1,2018-09-22,0240,T,41,6.0NRT,298,8.2,D
-0.083,117.435,324.4,1,1,2018-09-22,0240,T,70,6.0NRT,299.4,14.4,D
-0.084,117.444,325.5,1,1,2018-09-22,0240,T,73,6.0NRT,297,15.2,D
-0.08,116.607,338.1,1,1,2018-09-22,0240,T,0,6.0NRT,305.2,31.5,D
-0.089,116.606,328.8,1,1,2018-09-22,0240,T,60,6.0NRT,307,17.7,D
-0.986,121.718,321.3,1.5,1.2,2018-09-22,0240,T,54,6.0NRT,302.6,20.3,D
-0.162,116.043,328.3,1.1,1,2018-09-22,0240,T,46,6.0NRT,310.2,17.5,D
-0.198,116.287,320.2,1,1,2018-09-22,0240,T,47,6.0NRT,302.9,10.1,D
-0.188,116.03,325.5,1.1,1,2018-09-22,0240,T,55,6.0NRT,308.2,13.4,D
-1.233,121.678,316.7,1.5,1.2,2018-09-22,0240,T,50,6.0NRT,303.8,14.3,D
-1.204,121.402,309.2,1.5,1.2,2018-09-22,0240,T,0,6.0NRT,295.8,12.2,D
-0.495,116.358,327.8,1,1,2018-09-22,0240,T,80,6.0NRT,304.3,18.2,D
-0.742,117.346,318,1,1,2018-09-22,0240,T,58,6.0NRT,297.9,8.9,D
-0.582,115.708,318.6,1.1,1,2018-09-22,0240,T,68,6.0NRT,300.1,9.6,D
-0.314,112.012,312.3,1.9,1.3,2018-09-22,0240,T,62,6.0NRT,291.8,14.5,D
-1.816,121.568,315.7,1.6,1.2,2018-09-22,0240,T,58,6.0NRT,298.6,14.8,D
-1.942,120.796,313.4,1.4,1.2,2018-09-22,0240,T,62,6.0NRT,296,11.3,D
-2.004,120.882,315.9,1.4,1.2,2018-09-22,0240,T,65,6.0NRT,300.9,11.8,D
-0.476,109.767,309.7,2.8,1.6,2018-09-22,0240,T,41,6.0NRT,287.3,25.4,D
-2.277,121.278,316.3,1.5,1.2,2018-09-22,0240,T,74,6.0NRT,297.5,15.2,D
-2.39,121.818,311.8,1.6,1.3,2018-09-22,0240,T,60,6.0NRT,294.3,10.7,D
-1.602,115.815,314.6,1.1,1,2018-09-22,0240,T,57,6.0NRT,299.3,6.1,D
-2.579,121.38,339.1,1.5,1.2,2018-09-22,0240,T,90,6.0NRT,300.7,67.6,D
-2.323,119.569,314.3,1.2,1.1,2018-09-22,0240,T,58,6.0NRT,297.4,11.2,D
-2.372,119.896,322,1.2,1.1,2018-09-22,0240,T,78,6.0NRT,294.4,22.2,D
-2.373,119.907,312.1,1.2,1.1,2018-09-22,0240,T,53,6.0NRT,294.1,10,D
-2.608,121.413,314.2,1.6,1.2,2018-09-22,0240,T,67,6.0NRT,297.3,12.5,D
-2.4,119.874,314.8,1.2,1.1,2018-09-22,0240,T,68,6.0NRT,293.9,14.9,D
-2.829,122.162,317.9,1.8,1.3,2018-09-22,0240,T,37,6.0NRT,298.2,20.8,D
-2.763,119.91,333.6,1.2,1.1,2018-09-22,0240,T,87,6.0NRT,288.8,43,D
-2.24,114.075,324.6,1.3,1.1,2018-09-22,0240,T,59,6.0NRT,306.7,16.2,D
-2.362,114.741,334.3,1.2,1.1,2018-09-22,0240,T,85,6.0NRT,305.2,32.7,D
-2.363,114.752,321.9,1.2,1.1,2018-09-22,0240,T,72,6.0NRT,301.4,13.4,D
-2.511,115.29,319.8,1.1,1,2018-09-22,0240,T,25,6.0NRT,303.4,7.8,D
-2.537,115.101,319.8,1.1,1,2018-09-22,0240,T,51,6.0NRT,302.3,9.8,D
-3.113,118.941,308.7,1.1,1.1,2018-09-22,0240,T,51,6.0NRT,296.7,5.3,D
-2.519,114.586,325.8,1.2,1.1,2018-09-22,0240,T,65,6.0NRT,301.3,16.7,D
-2.52,114.596,334.7,1.2,1.1,2018-09-22,0240,T,85,6.0NRT,303.5,30.9,D
-2.523,114.589,334.2,1.2,1.1,2018-09-22,0240,T,85,6.0NRT,303.2,29.7,D
-2.524,114.599,324.5,1.2,1.1,2018-09-22,0240,T,64,6.0NRT,303.7,14.4,D
-2.605,115.003,339.2,1.1,1.1,2018-09-22,0240,T,89,6.0NRT,307.6,33.9,D
-2.663,114.944,319.2,1.1,1.1,2018-09-22,0240,T,30,6.0NRT,303.8,8.8,D
-3.305,118.932,312.1,1.1,1.1,2018-09-22,0240,T,55,6.0NRT,297.1,7,D
-2.582,113.356,323.7,1.4,1.2,2018-09-22,0240,T,0,6.0NRT,302.7,18.5,D
-2.584,113.368,320.1,1.4,1.2,2018-09-22,0240,T,31,6.0NRT,302.9,13.8,D
-3.96,122.517,312.6,2,1.4,2018-09-22,0240,T,41,6.0NRT,294,20.8,D
-3.248,116.223,317.3,1,1,2018-09-22,0240,T,20,6.0NRT,301.4,7.3,D
-2.926,113.879,318.2,1.3,1.1,2018-09-22,0240,T,65,6.0NRT,299.7,12.6,D
-2.754,111.159,316.7,2,1.4,2018-09-22,0240,T,64,6.0NRT,296.7,18.6,D
-3.123,113.352,316.7,1.4,1.2,2018-09-22,0240,T,49,6.0NRT,298.7,9.6,D
-3.331,114.736,330.3,1.1,1.1,2018-09-22,0240,T,81,6.0NRT,301.6,20.9,D
-4.362,121.655,313.3,1.7,1.3,2018-09-22,0240,T,54,6.0NRT,292.8,17.2,D
-3.248,113.916,370.7,1.3,1.1,2018-09-22,0240,T,100,6.0NRT,305.5,149.5,D
-3.25,113.927,334.9,1.3,1.1,2018-09-22,0240,T,80,6.0NRT,302.8,32.3,D
-3.248,113.91,341.9,1.3,1.1,2018-09-22,0240,T,90,6.0NRT,300.8,51.2,D
-3.25,113.921,358.6,1.3,1.1,2018-09-22,0240,T,99,6.0NRT,306,100.4,D
-4.371,121.648,313.9,1.7,1.3,2018-09-22,0240,T,41,6.0NRT,289.1,16.9,D
-4.373,121.663,313.3,1.7,1.3,2018-09-22,0240,T,34,6.0NRT,290.8,15.7,D
-4.265,120.135,322.1,1.3,1.1,2018-09-22,0240,T,72,6.0NRT,302.4,9.9,D
-4.518,121.796,314.8,1.8,1.3,2018-09-22,0240,T,56,6.0NRT,291.3,19.1,D
-4.52,121.812,312.6,1.8,1.3,2018-09-22,0240,T,40,6.0NRT,292.6,14.3,D
-4.606,120.026,321.2,1.3,1.1,2018-09-22,0240,T,41,6.0NRT,302,11.9,D
-5.462,119.719,326.9,1.3,1.1,2018-09-22,0240,T,52,6.0NRT,306.8,20.1,D
-6.96,115.908,315.9,1,1,2018-09-22,0240,T,65,6.0NRT,303.1,9.1,D
-6.962,115.917,313.9,1,1,2018-09-22,0240,T,60,6.0NRT,301.5,7.4,D
-8.226,123.629,317.9,2.8,1.6,2018-09-22,0240,T,0,6.0NRT,300.8,40,D
-7.124,114.784,310.8,1,1,2018-09-22,0240,T,43,6.0NRT,299.6,6.3,D
-7.162,114.676,316.5,1.1,1,2018-09-22,0240,T,66,6.0NRT,302.7,11.3,D
-7.17,114.665,310.9,1.1,1,2018-09-22,0240,T,20,6.0NRT,299.2,5.9,D
-8.36,122.304,312.2,2.2,1.4,2018-09-22,0240,T,53,6.0NRT,298.4,24.1,D
-8.876,126.119,310.9,4.5,2,2018-09-22,0240,T,30,6.0NRT,293.8,41.1,D
-7.209,113.898,315,1.1,1.1,2018-09-22,0240,T,63,6.0NRT,302.5,11.4,D
-7.226,113.947,311.1,1.1,1.1,2018-09-22,0240,T,47,6.0NRT,300.6,7.9,D
-8.876,126.112,311.1,4.5,2,2018-09-22,0240,T,31,6.0NRT,293.9,43.1,D
-8.198,119.075,322.2,1.3,1.1,2018-09-22,0240,T,66,6.0NRT,295.4,19.4,D
-8.544,121.624,330.6,2,1.4,2018-09-22,0240,T,63,6.0NRT,296.1,61.5,D
-8.671,121.99,313.4,2.1,1.4,2018-09-22,0240,T,18,6.0NRT,296.8,19.9,D
-8.515,117.219,365.1,1.1,1,2018-09-22,0240,T,100,6.0NRT,303.4,101.7,D
-8.516,117.229,357.8,1.1,1,2018-09-22,0240,T,99,6.0NRT,303.5,79.7,D
-7.87,112.172,319.1,1.4,1.2,2018-09-22,0240,T,60,6.0NRT,289.6,15.2,D
-7.943,112.161,321,1.4,1.2,2018-09-22,0240,T,67,6.0NRT,293.8,13.6,D
-8.327,114.266,319.2,1.1,1,2018-09-22,0240,T,67,6.0NRT,302.4,8.3,D
-7.841,110.323,321.8,1.9,1.3,2018-09-22,0240,T,71,6.0NRT,299.8,23.2,D
-7.846,110.316,318.1,1.9,1.3,2018-09-22,0240,T,62,6.0NRT,299.2,15.3,D
-9.446,119.904,331.6,1.5,1.2,2018-09-22,0240,T,84,6.0NRT,305.9,28.9,D
-9.466,119.972,332.9,1.5,1.2,2018-09-22,0240,T,85,6.0NRT,305,35.7,D
-9.449,119.912,324.3,1.5,1.2,2018-09-22,0240,T,38,6.0NRT,304.8,15.7,D
-9.468,119.966,326.1,1.5,1.2,2018-09-22,0240,T,71,6.0NRT,304.8,20.2,D
-9.47,119.98,324.7,1.5,1.2,2018-09-22,0240,T,67,6.0NRT,304.4,16.7,D
-9.913,120.306,321.4,1.7,1.3,2018-09-22,0240,T,66,6.0NRT,300.5,21.9,D
-9.93,120.349,319.3,1.7,1.3,2018-09-22,0240,T,60,6.0NRT,300.8,18.2,D
-10.824,122.67,310.7,2.6,1.6,2018-09-22,0240,T,42,6.0NRT,297.6,28.1,D
-16.767,122.9,319.4,3.3,1.7,2018-09-22,0240,T,37,6.0NRT,299.1,28.3,D
18.214,121.967,320.8,1,1,2018-09-22,0235,T,61,6.0NRT,304.5,8,D
18.213,121.976,323.7,1,1,2018-09-22,0235,T,76,6.0NRT,303.9,10.7,D
16.934,121.771,318.9,1,1,2018-09-22,0235,T,37,6.0NRT,303.1,7.4,D
16.516,121.181,320.5,1,1,2018-09-22,0235,T,74,6.0NRT,306,8.7,D
16.483,121.151,318.9,1,1,2018-09-22,0235,T,72,6.0NRT,304.6,7.5,D
15.787,120.993,319,1,1,2018-09-22,0235,T,33,6.0NRT,304.4,8.5,D
14.482,120.903,317.2,1,1,2018-09-22,0235,T,34,6.0NRT,300.6,8.2,D
14.136,121.122,321.2,1,1,2018-09-22,0235,T,59,6.0NRT,301.4,10.1,D
14.135,121.131,318.9,1,1,2018-09-22,0235,T,46,6.0NRT,300.8,7.3,D
13.965,121.525,314.9,1,1,2018-09-22,0235,T,64,6.0NRT,298.7,6.4,D
10.476,123.699,311,1.4,1.2,2018-09-22,0235,T,0,6.0NRT,292.8,8.8,D
10.316,123.015,327.3,1.3,1.1,2018-09-22,0235,T,71,6.0NRT,292.7,28.5,D
10.315,123.021,316.8,1.3,1.1,2018-09-22,0235,T,50,6.0NRT,292.1,16,D
6.498,124.85,314.3,2,1.4,2018-09-22,0235,T,49,6.0NRT,294.7,17,D
2.302,117.133,315.3,1,1,2018-09-22,0235,T,65,6.0NRT,297.3,7.5,D
1.978,117.327,316.2,1,1,2018-09-22,0235,T,46,6.0NRT,298.9,5.6,D
1.977,117.336,317.7,1,1,2018-09-22,0235,T,46,6.0NRT,298.2,6.7,D
1.795,117.888,373.6,1,1,2018-09-22,0235,T,100,6.0NRT,298.9,120.8,D
1.004,121.47,318.6,1.4,1.2,2018-09-22,0235,T,73,6.0NRT,300,15.1,D
0.663,123.131,318.3,1.9,1.3,2018-09-22,0235,T,73,6.0NRT,303.3,24.7,D
0.596,122.429,316.7,1.6,1.3,2018-09-22,0235,T,51,6.0NRT,299.4,10.1,D
-33.26,-60.289,300.6,1.9,1.3,2018-09-22,0320,T,31,6.0NRT,287.5,13.1,N
-32.898,-60.488,309.5,1.9,1.3,2018-09-22,0320,T,78,6.0NRT,290.1,25.7,N
-33.416,-66.341,314.8,1,1,2018-09-22,0320,T,90,6.0NRT,294,12.5,N
-33.407,-66.343,305.1,1,1,2018-09-22,0320,T,63,6.0NRT,293.2,5.6,N
-30.128,-68.871,309,1,1,2018-09-22,0320,T,76,6.0NRT,286.2,11.3,N
-30.119,-68.872,314.3,1,1,2018-09-22,0320,T,89,6.0NRT,285,15.1,N
-30.12,-68.882,303.6,1,1,2018-09-22,0320,T,52,6.0NRT,284.6,7.7,N
-27.615,-62.835,316.7,1.7,1.3,2018-09-22,0320,T,94,6.0NRT,295.8,28,N
-27.618,-62.852,312.2,1.7,1.3,2018-09-22,0320,T,84,6.0NRT,295.9,19.5,N
-27.62,-62.84,323,1.7,1.3,2018-09-22,0320,T,100,6.0NRT,296.4,41.3,N
-27.267,-65.185,318.3,1.3,1.1,2018-09-22,0320,T,97,6.0NRT,291.9,24.6,N
-26.243,-61.051,305.8,2.4,1.5,2018-09-22,0320,T,65,6.0NRT,293.9,19.1,N
-26.248,-61.075,355.5,2.4,1.5,2018-09-22,0320,T,100,6.0NRT,295.6,267.2,N
-26.25,-61.055,314,2.4,1.5,2018-09-22,0320,T,88,6.0NRT,294.1,40.9,N
-26.255,-61.079,327.3,2.4,1.5,2018-09-22,0320,T,100,6.0NRT,294.5,87.4,N
-26.236,-61.058,313.8,2.4,1.5,2018-09-22,0320,T,88,6.0NRT,293.9,40.4,N
-26.241,-61.082,331.8,2.4,1.5,2018-09-22,0320,T,100,6.0NRT,294.4,108.3,N
-26.91,-65.194,302.5,1.3,1.1,2018-09-22,0320,T,48,6.0NRT,292.3,7,N
-26.875,-66.176,324.6,1.1,1.1,2018-09-22,0320,T,100,6.0NRT,285.5,31.3,N
-26.526,-64.691,311.2,1.4,1.2,2018-09-22,0320,T,82,6.0NRT,295.5,15.2,N
-26.516,-64.693,314.9,1.4,1.2,2018-09-22,0320,T,90,6.0NRT,295.5,19.9,N
-26.103,-64.112,316.6,1.5,1.2,2018-09-22,0320,T,93,6.0NRT,295.6,25.8,N
-26.105,-64.128,312.7,1.5,1.2,2018-09-22,0320,T,85,6.0NRT,295,20.1,N
-25.587,-64.073,318.8,1.6,1.2,2018-09-22,0320,T,90,6.0NRT,296.7,28.3,N
-25.575,-64.076,326.8,1.6,1.2,2018-09-22,0320,T,100,6.0NRT,297,45.1,N
-25.564,-64.078,318.9,1.6,1.2,2018-09-22,0320,T,95,6.0NRT,294.7,29.1,N
-24.798,-60.643,309.9,2.8,1.6,2018-09-22,0320,T,76,6.0NRT,293.5,32.6,N
-24.803,-60.671,318.3,2.8,1.6,2018-09-22,0320,T,96,6.0NRT,293.7,62.5,N
-24.796,-60.65,317.7,2.8,1.6,2018-09-22,0320,T,95,6.0NRT,293.7,59.9,N
-24.802,-60.678,312.3,2.8,1.6,2018-09-22,0320,T,83,6.0NRT,293.5,39.1,N
-24.563,-60.328,307.1,3,1.6,2018-09-22,0320,T,65,6.0NRT,292.8,25.1,N
-24.548,-60.332,310.5,3,1.6,2018-09-22,0320,T,77,6.0NRT,291.4,36.7,N
-24.533,-60.336,304.5,3,1.6,2018-09-22,0320,T,20,6.0NRT,292.4,18.7,N
-24.549,-60.338,308.8,3,1.6,2018-09-22,0320,T,59,6.0NRT,291.7,30,N
-24.579,-60.859,309.5,2.7,1.6,2018-09-22,0320,T,75,6.0NRT,294.1,27.9,N
-24.585,-60.886,308.1,2.7,1.6,2018-09-22,0320,T,70,6.0NRT,294.1,23.3,N
-24.069,-63.683,311.2,1.8,1.3,2018-09-22,0320,T,82,6.0NRT,294.5,21,N
-24.06,-63.674,312.2,1.8,1.3,2018-09-22,0320,T,84,6.0NRT,294.6,23.5,N
-24.063,-63.691,306.7,1.8,1.3,2018-09-22,0320,T,69,6.0NRT,294,14.6,N
-23.77,-64.251,312.6,1.7,1.3,2018-09-22,0320,T,85,6.0NRT,294.1,21.1,N
-23.773,-64.267,329.6,1.6,1.3,2018-09-22,0320,T,100,6.0NRT,294.7,56.8,N
-23.761,-64.27,312.8,1.6,1.3,2018-09-22,0320,T,86,6.0NRT,293.3,22.1,N
-22.608,-62.115,309.2,2.5,1.5,2018-09-22,0320,T,77,6.0NRT,294.9,26.5,N
-22.4,-61.373,309.1,2.8,1.6,2018-09-22,0320,T,76,6.0NRT,296,32.4,N
-21.768,-61.058,344.2,3.1,1.7,2018-09-22,0320,T,100,6.0NRT,298.6,245.7,N
-21.774,-61.088,328.6,3,1.7,2018-09-22,0320,T,100,6.0NRT,297.2,124.4,N
-21.753,-61.062,320.2,3.1,1.7,2018-09-22,0320,T,100,6.0NRT,297.3,78.3,N
-21.759,-61.091,310.3,3,1.7,2018-09-22,0320,T,78,6.0NRT,296.7,36.5,N
-20.784,-61.449,316.1,3,1.7,2018-09-22,0320,T,92,6.0NRT,294.7,60.4,N
-20.769,-61.452,304.8,3,1.7,2018-09-22,0320,T,46,6.0NRT,294.2,20.4,N
-20.76,-61.484,314.8,3,1.6,2018-09-22,0320,T,90,6.0NRT,293,54.2,N
-20.785,-61.454,313.7,3,1.7,2018-09-22,0320,T,87,6.0NRT,294.5,50.7,N
-20.77,-61.457,306.6,3,1.7,2018-09-22,0320,T,40,6.0NRT,294.2,25.3,N
-20.761,-61.489,311.7,3,1.6,2018-09-22,0320,T,79,6.0NRT,292.6,42.4,N
-20.746,-61.493,307.1,3,1.6,2018-09-22,0320,T,62,6.0NRT,293.1,28,N
-20.264,-59.389,306.6,4.3,1.9,2018-09-22,0320,T,63,6.0NRT,291.6,42.8,N
-20.281,-59.392,304.4,4.3,1.9,2018-09-22,0320,T,52,6.0NRT,291,32,N
-18.017,-61.921,317.9,3.2,1.7,2018-09-22,0320,T,96,6.0NRT,294.6,78.8,N
-18.005,-62.017,306,3.1,1.7,2018-09-22,0320,T,57,6.0NRT,280.5,33.2,N
-18.02,-61.927,314.5,3.2,1.7,2018-09-22,0320,T,73,6.0NRT,294.1,62,N
-18.007,-62.023,303.3,3.1,1.7,2018-09-22,0320,T,55,6.0NRT,281.8,28.5,N
-17.949,-61.88,308,3.2,1.7,2018-09-22,0320,T,69,6.0NRT,293.5,36.3,N
-17.954,-61.91,342.8,3.2,1.7,2018-09-22,0320,T,100,6.0NRT,293.5,256.8,N
-17.873,-61.965,304.7,3.2,1.7,2018-09-22,0320,T,57,6.0NRT,280.2,35,N
-17.776,-61.633,307.1,3.4,1.7,2018-09-22,0320,T,24,6.0NRT,289.9,41.4,N
-17.783,-61.665,338.4,3.4,1.7,2018-09-22,0320,T,100,6.0NRT,289,236.4,N
-17.861,-61.974,301.8,3.2,1.7,2018-09-22,0320,T,15,6.0NRT,276.2,25.1,N
-17.782,-61.639,308,3.4,1.7,2018-09-22,0320,T,71,6.0NRT,288.8,47.2,N
-17.788,-61.67,317.4,3.4,1.7,2018-09-22,0320,T,95,6.0NRT,287.5,88.7,N
-17.766,-61.642,314.9,3.4,1.7,2018-09-22,0320,T,90,6.0NRT,291.5,74.6,N
-17.772,-61.674,326.1,3.4,1.7,2018-09-22,0320,T,100,6.0NRT,291.1,137.1,N
-17.738,-61.746,332.7,3.3,1.7,2018-09-22,0320,T,100,6.0NRT,293.1,181.9,N
-17.384,-60.316,300.8,4.3,1.9,2018-09-22,0320,T,22,6.0NRT,286.1,42.9,N
-17.087,-60.573,315.1,4.2,1.9,2018-09-22,0320,T,91,6.0NRT,289.1,103.7,N
-17.094,-60.612,314.7,4.2,1.9,2018-09-22,0320,T,90,6.0NRT,286.1,98.2,N
-17.084,-60.578,317.4,4.2,1.9,2018-09-22,0320,T,95,6.0NRT,288.8,121.7,N
-17.092,-60.617,309,4.2,1.9,2018-09-22,0320,T,70,6.0NRT,285.4,67.7,N
-16.22,-60.743,307.4,4.3,1.9,2018-09-22,0320,T,71,6.0NRT,273,68.1,N
-16.562,-62.576,305.4,3.1,1.7,2018-09-22,0320,T,17,6.0NRT,287.4,31.3,N
-16.217,-60.749,305,4.3,1.9,2018-09-22,0320,T,63,6.0NRT,271.9,55.5,N
-15.965,-65.35,311,2,1.4,2018-09-22,0320,T,81,6.0NRT,293,24.7,N
-15.962,-65.356,304.5,2,1.4,2018-09-22,0320,T,60,6.0NRT,293.1,12.8,N
-21.398,116.256,325.5,1.3,1.1,2018-09-22,0245,T,49,6.0NRT,312.4,9.4,D
-22.993,122.349,335.8,3.6,1.8,2018-09-22,0245,T,83,6.0NRT,306.9,158.1,D
-22.996,122.384,328.9,3.6,1.8,2018-09-22,0245,T,74,6.0NRT,306.7,104.5,D
-22.988,122.38,320.9,3.6,1.8,2018-09-22,0245,T,44,6.0NRT,306.6,50,D
-23.001,122.343,326.7,3.6,1.8,2018-09-22,0245,T,70,6.0NRT,306.4,81.3,D
-23.004,122.378,331.4,3.6,1.8,2018-09-22,0245,T,78,6.0NRT,306.1,125.1,D
-23.483,114.986,327.5,1.2,1.1,2018-09-22,0245,T,59,6.0NRT,314.4,10.6,D
-23.493,114.984,338.9,1.2,1.1,2018-09-22,0245,T,83,6.0NRT,315,29.4,D
-30.481,115.932,313.3,1.6,1.2,2018-09-22,0245,T,40,6.0NRT,301.8,9.2,D
-30.493,115.931,315.6,1.6,1.2,2018-09-22,0245,T,61,6.0NRT,302.1,13.6,D
-31.984,116.1,307.4,1.7,1.3,2018-09-22,0245,T,48,6.0NRT,295.5,11,D
-31.991,115.938,311.2,1.7,1.3,2018-09-22,0245,T,46,6.0NRT,296.6,5.9,D
-32.067,115.903,310.3,1.7,1.3,2018-09-22,0245,T,44,6.0NRT,297.1,5.5,D
-32.881,116.126,304.7,1.8,1.3,2018-09-22,0245,T,52,6.0NRT,294.5,11.1,D
-5.244,145.389,312.3,1,1,2018-09-22,0355,A,49,6.0NRT,296.8,3.9,D
-5.33,144.253,327.3,1.1,1,2018-09-22,0355,A,83,6.0NRT,300.4,20.7,D
-5.091,144.649,310.9,1,1,2018-09-22,0355,A,43,6.0NRT,294.6,4.1,D
-4.624,143.184,310.1,1.2,1.1,2018-09-22,0355,A,54,6.0NRT,296.2,5.9,D
-4.364,144.909,316.6,1,1,2018-09-22,0355,A,67,6.0NRT,296.3,8.5,D
-4.366,144.9,313.9,1,1,2018-09-22,0355,A,45,6.0NRT,296.5,7,D
-4.348,144.767,328.3,1,1,2018-09-22,0355,A,81,6.0NRT,292.6,23.4,D
-4.309,144.78,315.4,1,1,2018-09-22,0355,A,55,6.0NRT,296.6,6.6,D
-3.686,143.464,311.4,1.1,1.1,2018-09-22,0355,A,54,6.0NRT,293.7,6.4,D
-3.687,143.453,313,1.1,1.1,2018-09-22,0355,A,59,6.0NRT,297,7.6,D
-3.852,141.993,311.9,1.4,1.2,2018-09-22,0355,A,46,6.0NRT,295.3,11.2,D
4.007,-76.274,305.5,1,1,2018-09-22,0330,T,56,6.0NRT,287,8.4,N
-16.525,-71.304,300.7,1,1,2018-09-22,0325,T,23,6.0NRT,275.4,8.2,N
-16.526,-71.314,324,1,1,2018-09-22,0325,T,100,6.0NRT,276.2,26.2,N
-16.516,-71.306,305.9,1,1,2018-09-22,0325,T,66,6.0NRT,273.9,11.6,N
-15.302,-65.25,306.1,2,1.4,2018-09-22,0325,T,67,6.0NRT,293,16.3,N
-15.301,-65.257,313.1,2,1.4,2018-09-22,0325,T,86,6.0NRT,293.1,30.7,N
-13.551,-62.221,303.1,3.8,1.8,2018-09-22,0325,T,53,6.0NRT,292.5,25.3,N
-13.688,-63.616,302.6,2.9,1.6,2018-09-22,0325,T,50,6.0NRT,291.3,18.5,N
-13.693,-63.643,309.5,2.9,1.6,2018-09-22,0325,T,77,6.0NRT,291.5,38.5,N
-12.824,-64.006,318.7,2.8,1.6,2018-09-22,0325,T,97,6.0NRT,291.1,68.1,N
-12.809,-64.008,305.9,2.8,1.6,2018-09-22,0325,T,66,6.0NRT,290.9,24.3,N
-11.533,-65.362,318.7,2.4,1.5,2018-09-22,0325,T,97,6.0NRT,290.4,50.9,N
-11.535,-65.346,304.5,2.4,1.5,2018-09-22,0325,T,32,6.0NRT,289.1,14.9,N
-11.538,-65.367,305.1,2.4,1.5,2018-09-22,0325,T,37,6.0NRT,290.4,16,N
-11.521,-65.348,305.2,2.4,1.5,2018-09-22,0325,T,42,6.0NRT,289.7,16.4,N
-11.525,-65.369,306.8,2.4,1.5,2018-09-22,0325,T,62,6.0NRT,290.9,19.8,N
-10.985,-68.429,302.6,1.4,1.2,2018-09-22,0325,T,50,6.0NRT,288.8,7.3,N
-11.132,-74.697,307.8,1.1,1.1,2018-09-22,0325,T,73,6.0NRT,290.2,9.6,N
-9.425,-68.091,301.7,1.6,1.2,2018-09-22,0325,T,44,6.0NRT,289.2,7,N
-9.425,-68.097,304.3,1.6,1.2,2018-09-22,0325,T,59,6.0NRT,290,9.7,N
-10.345,-74.918,307.9,1.2,1.1,2018-09-22,0325,T,73,6.0NRT,292.6,8.3,N
-10.347,-74.928,315.4,1.2,1.1,2018-09-22,0325,T,91,6.0NRT,292.7,15.3,N
-9.885,-75.148,305.7,1.2,1.1,2018-09-22,0325,T,65,6.0NRT,292.4,7,N
-9.61,-75.049,304.2,1.1,1.1,2018-09-22,0325,T,59,6.0NRT,292.9,5,N
-9.595,-75.11,308.2,1.2,1.1,2018-09-22,0325,T,74,6.0NRT,293.3,8.5,N